STATION,NAME,DATE,TMAX,TMIN,WDFG,WSFG
SPW00013025,"ROTA NAS, SP",2/19/1972,57,43,300,28.9
SPW00013025,"ROTA NAS, SP",2/20/1972,58,50,290,26.4
SPW00013025,"ROTA NAS, SP",2/21/1972,61,48,110,36.7
SPW00013025,"ROTA NAS, SP",2/22/1972,62,52,90,35.6
SPW00013025,"ROTA NAS, SP",2/23/1972,62,49,20,17.2
SPW00013025,"ROTA NAS, SP",2/24/1972,62,45,220,15
SPW00013025,"ROTA NAS, SP",2/25/1972,60,46,260,16.1
SPW00013025,"ROTA NAS, SP",2/26/1972,59,45,230,21.9
SPW00013025,"ROTA NAS, SP",2/27/1972,58,45,290,25.3
SPW00013025,"ROTA NAS, SP",2/28/1972,58,47,150,27.5
SPW00013025,"ROTA NAS, SP",2/29/1972,63,43,300,17.2
SPW00013025,"ROTA NAS, SP",3/1/1972,58,48,290,33.3
SPW00013025,"ROTA NAS, SP",3/2/1972,55,37,340,20.8
SPW00013025,"ROTA NAS, SP",3/3/1972,59,51,250,20.8
SPW00013025,"ROTA NAS, SP",3/4/1972,60,54,240,28.9
SPW00013025,"ROTA NAS, SP",3/5/1972,63,54,250,28.9
SPW00013025,"ROTA NAS, SP",3/6/1972,62,54,260,24.2
SPW00013025,"ROTA NAS, SP",3/7/1972,60,50,270,27.5
SPW00013025,"ROTA NAS, SP",3/8/1972,55,42,310,20.8
SPW00013025,"ROTA NAS, SP",3/9/1972,57,40,290,23
SPW00013025,"ROTA NAS, SP",3/10/1972,56,48,250,27.5
SPW00013025,"ROTA NAS, SP",3/11/1972,55,44,190,21.9
SPW00013025,"ROTA NAS, SP",3/12/1972,59,46,140,26.4
SPW00013025,"ROTA NAS, SP",3/13/1972,60,45,260,24.2
SPW00013025,"ROTA NAS, SP",3/14/1972,60,50,190,32.2
SPW00013025,"ROTA NAS, SP",3/15/1972,55,48,260,18.3
SPW00013025,"ROTA NAS, SP",3/16/1972,60,46,280,15
SPW00013025,"ROTA NAS, SP",3/17/1972,62,41,130,17.2
SPW00013025,"ROTA NAS, SP",3/18/1972,64,48,130,32.2
SPW00013025,"ROTA NAS, SP",3/19/1972,57,45,260,30
SPW00013025,"ROTA NAS, SP",3/20/1972,61,41,260,13.9
SPW00013025,"ROTA NAS, SP",3/21/1972,62,41,130,24.2
SPW00013025,"ROTA NAS, SP",3/22/1972,69,47,120,32.2
SPW00013025,"ROTA NAS, SP",3/23/1972,56,52,120,35.6
SPW00013025,"ROTA NAS, SP",3/24/1972,63,45,300,12.8
SPW00013025,"ROTA NAS, SP",3/25/1972,69,44,30,17.2
SPW00013025,"ROTA NAS, SP",3/26/1972,67,47,300,15
SPW00013025,"ROTA NAS, SP",3/27/1972,71,46,130,18.3
SPW00013025,"ROTA NAS, SP",3/28/1972,74,47,90,21.9
SPW00013025,"ROTA NAS, SP",3/29/1972,65,53,170,16.1
SPW00013025,"ROTA NAS, SP",3/30/1972,64,53,260,18.3
SPW00013025,"ROTA NAS, SP",3/31/1972,67,49,290,15
SPW00013025,"ROTA NAS, SP",4/1/1972,68,47,150,17.2
SPW00013025,"ROTA NAS, SP",4/2/1972,69,47,50,15
SPW00013025,"ROTA NAS, SP",4/3/1972,72,47,270,11.4
SPW00013025,"ROTA NAS, SP",4/4/1972,69,49,280,17.2
SPW00013025,"ROTA NAS, SP",4/5/1972,66,55,250,24.2
SPW00013025,"ROTA NAS, SP",4/6/1972,72,49,280,18.3
SPW00013025,"ROTA NAS, SP",4/7/1972,75,48,320,23
SPW00013025,"ROTA NAS, SP",4/8/1972,65,50,270,20.8
SPW00013025,"ROTA NAS, SP",4/9/1972,64,46,300,28.9
SPW00013025,"ROTA NAS, SP",4/10/1972,62,43,260,26.4
SPW00013025,"ROTA NAS, SP",4/11/1972,64,54,260,24.2
SPW00013025,"ROTA NAS, SP",4/12/1972,65,50,300,18.3
SPW00013025,"ROTA NAS, SP",4/13/1972,77,45,180,12.8
SPW00013025,"ROTA NAS, SP",4/14/1972,76,49,220,16.1
SPW00013025,"ROTA NAS, SP",4/15/1972,75,50,130,39.1
SPW00013025,"ROTA NAS, SP",4/16/1972,79,45,20,25.3
SPW00013025,"ROTA NAS, SP",4/17/1972,72,46,40,27.5
SPW00013025,"ROTA NAS, SP",4/18/1972,67,41,30,24.2
SPW00013025,"ROTA NAS, SP",4/19/1972,68,42,220,18.3
SPW00013025,"ROTA NAS, SP",4/20/1972,69,44,260,23
SPW00013025,"ROTA NAS, SP",4/21/1972,64,44,300,31.1
SPW00013025,"ROTA NAS, SP",4/22/1972,65,48,260,18.3
SPW00013025,"ROTA NAS, SP",4/23/1972,65,44,190,18.3
SPW00013025,"ROTA NAS, SP",4/24/1972,62,50,130,23
SPW00013025,"ROTA NAS, SP",4/25/1972,64,48,230,18.3
SPW00013025,"ROTA NAS, SP",4/26/1972,64,55,270,25.3
SPW00013025,"ROTA NAS, SP",4/27/1972,71,44,40,20.8
SPW00013025,"ROTA NAS, SP",4/28/1972,75,45,260,13.9
SPW00013025,"ROTA NAS, SP",4/29/1972,66,47,260,24.2
SPW00013025,"ROTA NAS, SP",4/30/1972,64,53,220,28.9
SPW00013025,"ROTA NAS, SP",5/1/1972,61,49,240,34.4
SPW00013025,"ROTA NAS, SP",5/2/1972,62,51,270,31.1
SPW00013025,"ROTA NAS, SP",5/3/1972,64,51,280,26.4
SPW00013025,"ROTA NAS, SP",5/4/1972,65,51,230,18.3
SPW00013025,"ROTA NAS, SP",5/5/1972,63,56,240,21.9
SPW00013025,"ROTA NAS, SP",5/6/1972,65,49,330,18.3
SPW00013025,"ROTA NAS, SP",5/7/1972,70,44,280,16.1
SPW00013025,"ROTA NAS, SP",5/8/1972,74,49,290,17.2
SPW00013025,"ROTA NAS, SP",5/9/1972,78,52,270,18.3
SPW00013025,"ROTA NAS, SP",5/10/1972,86,53,280,16.1
SPW00013025,"ROTA NAS, SP",5/11/1972,81,55,150,18.3
SPW00013025,"ROTA NAS, SP",5/12/1972,76,58,260,31.1
SPW00013025,"ROTA NAS, SP",5/13/1972,67,53,260,34.4
SPW00013025,"ROTA NAS, SP",5/14/1972,66,50,310,27.5
SPW00013025,"ROTA NAS, SP",5/15/1972,67,46,250,18.3
SPW00013025,"ROTA NAS, SP",5/16/1972,67,44,260,21.9
SPW00013025,"ROTA NAS, SP",5/17/1972,69,50,280,24.2
SPW00013025,"ROTA NAS, SP",5/18/1972,67,45,250,21.9
SPW00013025,"ROTA NAS, SP",5/19/1972,67,55,270,18.3
SPW00013025,"ROTA NAS, SP",5/20/1972,76,47,60,18.3
SPW00013025,"ROTA NAS, SP",5/21/1972,73,48,270,16.1
SPW00013025,"ROTA NAS, SP",5/22/1972,70,50,260,20.8
SPW00013025,"ROTA NAS, SP",5/23/1972,73,49,280,19.5
SPW00013025,"ROTA NAS, SP",5/24/1972,84,50,40,20.8
SPW00013025,"ROTA NAS, SP",5/25/1972,89,57,120,27.5
SPW00013025,"ROTA NAS, SP",5/26/1972,87,55,150,20.8
SPW00013025,"ROTA NAS, SP",5/27/1972,89,58,280,17.2
SPW00013025,"ROTA NAS, SP",5/28/1972,89,58,120,26.4
SPW00013025,"ROTA NAS, SP",5/29/1972,87,65,130,21.9
SPW00013025,"ROTA NAS, SP",5/30/1972,79,58,230,15
SPW00013025,"ROTA NAS, SP",5/31/1972,72,57,200,13.9
SPW00013025,"ROTA NAS, SP",6/1/1972,77,59,230,16.1
SPW00013025,"ROTA NAS, SP",6/2/1972,75,58,270,17.2
SPW00013025,"ROTA NAS, SP",6/3/1972,70,62,180,19.5
SPW00013025,"ROTA NAS, SP",6/4/1972,70,61,260,16.1
SPW00013025,"ROTA NAS, SP",6/5/1972,72,54,260,23
SPW00013025,"ROTA NAS, SP",6/6/1972,72,50,270,21.9
SPW00013025,"ROTA NAS, SP",6/7/1972,81,53,280,20.8
SPW00013025,"ROTA NAS, SP",6/8/1972,82,52,150,23
SPW00013025,"ROTA NAS, SP",6/9/1972,81,54,110,20.8
SPW00013025,"ROTA NAS, SP",6/10/1972,75,57,260,26.4
SPW00013025,"ROTA NAS, SP",6/11/1972,70,55,310,25.3
SPW00013025,"ROTA NAS, SP",6/12/1972,69,53,230,23
SPW00013025,"ROTA NAS, SP",6/13/1972,68,58,260,27.5
SPW00013025,"ROTA NAS, SP",6/14/1972,68,55,270,25.3
SPW00013025,"ROTA NAS, SP",6/15/1972,67,49,260,20.8
SPW00013025,"ROTA NAS, SP",6/16/1972,71,49,260,19.5
SPW00013025,"ROTA NAS, SP",6/17/1972,72,48,270,16.1
SPW00013025,"ROTA NAS, SP",6/18/1972,73,58,270,17.2
SPW00013025,"ROTA NAS, SP",6/19/1972,73,53,250,16.1
SPW00013025,"ROTA NAS, SP",6/20/1972,67,53,260,11.4
SPW00013025,"ROTA NAS, SP",6/21/1972,73,56,270,15
SPW00013025,"ROTA NAS, SP",6/22/1972,80,55,280,18.3
SPW00013025,"ROTA NAS, SP",6/23/1972,90,59,290,17.2
SPW00013025,"ROTA NAS, SP",6/24/1972,87,61,260,15
SPW00013025,"ROTA NAS, SP",6/25/1972,71,65,160,23
SPW00013025,"ROTA NAS, SP",6/26/1972,76,62,240,24.2
SPW00013025,"ROTA NAS, SP",6/27/1972,77,61,140,21.9
SPW00013025,"ROTA NAS, SP",6/28/1972,74,57,270,19.5
SPW00013025,"ROTA NAS, SP",6/29/1972,78,55,270,17.2
SPW00013025,"ROTA NAS, SP",6/30/1972,82,53,280,17.2
SPW00013025,"ROTA NAS, SP",7/1/1972,83,62,210,17.2
SPW00013025,"ROTA NAS, SP",7/2/1972,84,61,250,15
SPW00013025,"ROTA NAS, SP",7/3/1972,86,64,140,20.8
SPW00013025,"ROTA NAS, SP",7/4/1972,82,57,270,25.3
SPW00013025,"ROTA NAS, SP",7/5/1972,72,61,260,21.9
SPW00013025,"ROTA NAS, SP",7/6/1972,74,62,240,20.8
SPW00013025,"ROTA NAS, SP",7/7/1972,73,56,150,12.8
SPW00013025,"ROTA NAS, SP",7/8/1972,76,60,260,16.1
SPW00013025,"ROTA NAS, SP",7/9/1972,78,64,270,15
SPW00013025,"ROTA NAS, SP",7/10/1972,94,62,290,20.8
SPW00013025,"ROTA NAS, SP",7/11/1972,93,67,120,21.9
SPW00013025,"ROTA NAS, SP",7/12/1972,94,70,120,32.2
SPW00013025,"ROTA NAS, SP",7/13/1972,93,72,110,35.6
SPW00013025,"ROTA NAS, SP",7/14/1972,76,66,190,24.2
SPW00013025,"ROTA NAS, SP",7/15/1972,72,65,260,17.2
SPW00013025,"ROTA NAS, SP",7/16/1972,74,59,280,20.8
SPW00013025,"ROTA NAS, SP",7/17/1972,75,56,270,18.3
SPW00013025,"ROTA NAS, SP",7/18/1972,75,60,240,19.5
SPW00013025,"ROTA NAS, SP",7/19/1972,75,60,270,21.9
SPW00013025,"ROTA NAS, SP",7/20/1972,84,58,280,19.5
SPW00013025,"ROTA NAS, SP",7/21/1972,87,59,260,18.3
SPW00013025,"ROTA NAS, SP",7/22/1972,90,65,290,16.1
SPW00013025,"ROTA NAS, SP",7/23/1972,93,62,290,17.2
SPW00013025,"ROTA NAS, SP",7/24/1972,88,68,80,24.2
SPW00013025,"ROTA NAS, SP",7/25/1972,79,70,240,26.4
SPW00013025,"ROTA NAS, SP",7/26/1972,80,69,270,17.2
SPW00013025,"ROTA NAS, SP",7/27/1972,76,67,190,17.2
SPW00013025,"ROTA NAS, SP",7/28/1972,76,66,220,18.3
SPW00013025,"ROTA NAS, SP",7/29/1972,78,59,270,17.2
SPW00013025,"ROTA NAS, SP",7/30/1972,79,60,270,17.2
SPW00013025,"ROTA NAS, SP",7/31/1972,90,66,300,18.3
SPW00013025,"ROTA NAS, SP",8/1/1972,74,64,290,19.5
SPW00013025,"ROTA NAS, SP",8/2/1972,78,66,240,21.9
SPW00013025,"ROTA NAS, SP",8/3/1972,78,65,270,15
SPW00013025,"ROTA NAS, SP",8/4/1972,92,65,140,27.5
SPW00013025,"ROTA NAS, SP",8/5/1972,85,63,120,20.8
SPW00013025,"ROTA NAS, SP",8/6/1972,77,63,210,24.2
SPW00013025,"ROTA NAS, SP",8/7/1972,78,62,270,16.1
SPW00013025,"ROTA NAS, SP",8/8/1972,84,60,320,20.8
SPW00013025,"ROTA NAS, SP",8/9/1972,90,63,250,17.2
SPW00013025,"ROTA NAS, SP",8/10/1972,80,67,230,17.2
SPW00013025,"ROTA NAS, SP",8/11/1972,78,67,280,17.2
SPW00013025,"ROTA NAS, SP",8/12/1972,80,55,250,19.5
SPW00013025,"ROTA NAS, SP",8/13/1972,77,63,270,24.2
SPW00013025,"ROTA NAS, SP",8/14/1972,78,58,270,18.3
SPW00013025,"ROTA NAS, SP",8/15/1972,84,58,330,17.2
SPW00013025,"ROTA NAS, SP",8/16/1972,93,65,120,20.8
SPW00013025,"ROTA NAS, SP",8/17/1972,94,65,130,35.6
SPW00013025,"ROTA NAS, SP",8/18/1972,95,68,130,33.3
SPW00013025,"ROTA NAS, SP",8/19/1972,91,72,120,31.1
SPW00013025,"ROTA NAS, SP",8/20/1972,84,68,100,21.9
SPW00013025,"ROTA NAS, SP",8/21/1972,85,63,120,24.2
SPW00013025,"ROTA NAS, SP",8/22/1972,78,64,160,18.3
SPW00013025,"ROTA NAS, SP",8/23/1972,91,63,130,26.4
SPW00013025,"ROTA NAS, SP",8/24/1972,78,68,170,27.5
SPW00013025,"ROTA NAS, SP",8/25/1972,84,64,290,20.8
SPW00013025,"ROTA NAS, SP",8/26/1972,78,59,290,20.8
SPW00013025,"ROTA NAS, SP",8/27/1972,76,63,200,21.9
SPW00013025,"ROTA NAS, SP",8/28/1972,80,61,280,23
SPW00013025,"ROTA NAS, SP",8/29/1972,77,60,260,17.2
SPW00013025,"ROTA NAS, SP",8/30/1972,77,57,290,13.9
SPW00013025,"ROTA NAS, SP",8/31/1972,79,61,260,18.3
SPW00013025,"ROTA NAS, SP",9/1/1972,86,61,140,23
SPW00013025,"ROTA NAS, SP",9/2/1972,82,64,200,26.4
SPW00013025,"ROTA NAS, SP",9/3/1972,75,65,260,23
SPW00013025,"ROTA NAS, SP",9/4/1972,73,66,250,19.5
SPW00013025,"ROTA NAS, SP",9/5/1972,74,63,270,18.3
SPW00013025,"ROTA NAS, SP",9/6/1972,69,55,260,30
SPW00013025,"ROTA NAS, SP",9/7/1972,72,56,270,19.5
SPW00013025,"ROTA NAS, SP",9/8/1972,79,55,270,17.2
SPW00013025,"ROTA NAS, SP",9/9/1972,75,56,270,19.5
SPW00013025,"ROTA NAS, SP",9/10/1972,78,65,270,16.1
SPW00013025,"ROTA NAS, SP",9/11/1972,80,59,310,17.2
SPW00013025,"ROTA NAS, SP",9/12/1972,84,63,120,23
SPW00013025,"ROTA NAS, SP",9/13/1972,85,61,240,18.3
SPW00013025,"ROTA NAS, SP",9/14/1972,76,66,260,31.1
SPW00013025,"ROTA NAS, SP",9/15/1972,76,60,240,18.3
SPW00013025,"ROTA NAS, SP",9/16/1972,79,55,310,16.1
SPW00013025,"ROTA NAS, SP",9/17/1972,83,54,160,32.2
SPW00013025,"ROTA NAS, SP",9/18/1972,75,54,260,19.5
SPW00013025,"ROTA NAS, SP",9/19/1972,74,57,180,19.5
SPW00013025,"ROTA NAS, SP",9/20/1972,73,63,260,18.3
SPW00013025,"ROTA NAS, SP",9/21/1972,67,62,260,18.3
SPW00013025,"ROTA NAS, SP",9/22/1972,74,53,250,18.3
SPW00013025,"ROTA NAS, SP",9/23/1972,74,54,290,16.1
SPW00013025,"ROTA NAS, SP",9/24/1972,77,52,240,12.8
SPW00013025,"ROTA NAS, SP",9/25/1972,73,59,170,27.5
SPW00013025,"ROTA NAS, SP",9/26/1972,75,60,180,25.3
SPW00013025,"ROTA NAS, SP",9/27/1972,75,64,170,26.4
SPW00013025,"ROTA NAS, SP",9/28/1972,80,64,130,23
SPW00013025,"ROTA NAS, SP",9/29/1972,82,59,120,28.9
SPW00013025,"ROTA NAS, SP",9/30/1972,79,61,140,26.4
SPW00013025,"ROTA NAS, SP",10/1/1972,74,65,230,21.9
SPW00013025,"ROTA NAS, SP",10/2/1972,72,62,190,18.3
SPW00013025,"ROTA NAS, SP",10/3/1972,80,60,170,27.5
SPW00013025,"ROTA NAS, SP",10/4/1972,73,66,220,36.7
SPW00013025,"ROTA NAS, SP",10/5/1972,75,64,210,28.9
SPW00013025,"ROTA NAS, SP",10/6/1972,73,60,220,27.5
SPW00013025,"ROTA NAS, SP",10/7/1972,74,59,320,15
SPW00013025,"ROTA NAS, SP",10/8/1972,81,59,120,20.8
SPW00013025,"ROTA NAS, SP",10/9/1972,81,58,130,20.8
SPW00013025,"ROTA NAS, SP",10/10/1972,73,59,270,18.3
SPW00013025,"ROTA NAS, SP",10/11/1972,68,58,340,23
SPW00013025,"ROTA NAS, SP",10/12/1972,67,57,280,23
SPW00013025,"ROTA NAS, SP",10/13/1972,69,58,280,40.3
SPW00013025,"ROTA NAS, SP",10/14/1972,67,54,170,12.8
SPW00013025,"ROTA NAS, SP",10/15/1972,72,55,170,13.9
SPW00013025,"ROTA NAS, SP",10/16/1972,77,55,150,30
SPW00013025,"ROTA NAS, SP",10/17/1972,69,59,220,33.3
SPW00013025,"ROTA NAS, SP",10/18/1972,74,56,120,16.1
SPW00013025,"ROTA NAS, SP",10/19/1972,68,60,140,42.5
SPW00013025,"ROTA NAS, SP",10/20/1972,72,62,250,31.1
SPW00013025,"ROTA NAS, SP",10/21/1972,72,55,290,12.8
SPW00013025,"ROTA NAS, SP",10/22/1972,75,56,30,17.2
SPW00013025,"ROTA NAS, SP",10/23/1972,76,54,140,25.3
SPW00013025,"ROTA NAS, SP",10/24/1972,76,63,110,27.5
SPW00013025,"ROTA NAS, SP",10/25/1972,70,61,240,16.1
SPW00013025,"ROTA NAS, SP",10/26/1972,72,61,210,21.9
SPW00013025,"ROTA NAS, SP",10/27/1972,70,57,250,26.4
SPW00013025,"ROTA NAS, SP",10/28/1972,67,47,30,18.3
SPW00013025,"ROTA NAS, SP",10/29/1972,71,46,90,13.9
SPW00013025,"ROTA NAS, SP",10/30/1972,70,48,150,18.3
SPW00013025,"ROTA NAS, SP",10/31/1972,69,56,310,20.8
SPW00013025,"ROTA NAS, SP",11/1/1972,67,50,260,17.2
SPW00013025,"ROTA NAS, SP",11/2/1972,66,54,270,21.9
SPW00013025,"ROTA NAS, SP",11/3/1972,64,54,170,18.3
SPW00013025,"ROTA NAS, SP",11/4/1972,64,54,60,16.1
SPW00013025,"ROTA NAS, SP",11/5/1972,61,51,90,34.4
SPW00013025,"ROTA NAS, SP",11/6/1972,68,49,170,17.2
SPW00013025,"ROTA NAS, SP",11/7/1972,71,51,200,10.3
SPW00013025,"ROTA NAS, SP",11/8/1972,68,55,290,11.4
SPW00013025,"ROTA NAS, SP",11/9/1972,70,51,30,9.2
SPW00013025,"ROTA NAS, SP",11/10/1972,71,50,40,13.9
SPW00013025,"ROTA NAS, SP",11/11/1972,68,50,30,12.8
SPW00013025,"ROTA NAS, SP",11/12/1972,71,48,90,6.9
SPW00013025,"ROTA NAS, SP",11/13/1972,73,50,60,6.9
SPW00013025,"ROTA NAS, SP",11/14/1972,65,48,310,11.4
SPW00013025,"ROTA NAS, SP",11/15/1972,67,48,360,17.2
SPW00013025,"ROTA NAS, SP",11/16/1972,74,49,50,17.2
SPW00013025,"ROTA NAS, SP",11/17/1972,67,48,330,12.8
SPW00013025,"ROTA NAS, SP",11/18/1972,66,55,280,20.8
SPW00013025,"ROTA NAS, SP",11/19/1972,65,50,280,17.2
SPW00013025,"ROTA NAS, SP",11/20/1972,69,61,260,23
SPW00013025,"ROTA NAS, SP",11/21/1972,70,55,290,13.9
SPW00013025,"ROTA NAS, SP",11/22/1972,68,53,140,18.3
SPW00013025,"ROTA NAS, SP",11/23/1972,76,47,90,8.1
SPW00013025,"ROTA NAS, SP",11/24/1972,70,48,60,16.1
SPW00013025,"ROTA NAS, SP",11/25/1972,70,51,100,36.7
SPW00013025,"ROTA NAS, SP",11/26/1972,66,49,30,27.5
SPW00013025,"ROTA NAS, SP",11/27/1972,60,43,40,35.6
SPW00013025,"ROTA NAS, SP",11/28/1972,65,47,130,30
SPW00013025,"ROTA NAS, SP",11/29/1972,61,45,10,19.5
SPW00013025,"ROTA NAS, SP",11/30/1972,61,45,300,24.2
SPW00013025,"ROTA NAS, SP",12/1/1972,61,45,310,13.9
SPW00013025,"ROTA NAS, SP",12/2/1972,62,49,220,41.4
SPW00013025,"ROTA NAS, SP",12/3/1972,55,43,310,25.3
SPW00013025,"ROTA NAS, SP",12/4/1972,58,38,20,13.9
SPW00013025,"ROTA NAS, SP",12/5/1972,59,43,60,19.5
SPW00013025,"ROTA NAS, SP",12/6/1972,65,35,60,17.2
SPW00013025,"ROTA NAS, SP",12/7/1972,64,45,260,24.2
SPW00013025,"ROTA NAS, SP",12/8/1972,62,53,220,35.6
SPW00013025,"ROTA NAS, SP",12/9/1972,59,51,160,30
SPW00013025,"ROTA NAS, SP",12/10/1972,59,47,150,16.1
SPW00013025,"ROTA NAS, SP",12/11/1972,63,43,100,16.1
SPW00013025,"ROTA NAS, SP",12/12/1972,62,42,90,18.3
SPW00013025,"ROTA NAS, SP",12/13/1972,58,42,30,18.3
SPW00013025,"ROTA NAS, SP",12/14/1972,64,44,120,30
SPW00013025,"ROTA NAS, SP",12/15/1972,65,54,140,24.2
SPW00013025,"ROTA NAS, SP",12/16/1972,64,56,140,24.2
SPW00013025,"ROTA NAS, SP",12/17/1972,63,54,120,26.4
SPW00013025,"ROTA NAS, SP",12/18/1972,58,45,120,15
SPW00013025,"ROTA NAS, SP",12/19/1972,67,43,110,18.3
SPW00013025,"ROTA NAS, SP",12/20/1972,63,43,130,26.4
SPW00013025,"ROTA NAS, SP",12/21/1972,64,43,90,20.8
SPW00013025,"ROTA NAS, SP",12/22/1972,64,44,30,17.2
SPW00013025,"ROTA NAS, SP",12/23/1972,64,43,20,12.8
SPW00013025,"ROTA NAS, SP",12/24/1972,65,45,120,23
SPW00013025,"ROTA NAS, SP",12/25/1972,61,46,270,21.9
SPW00013025,"ROTA NAS, SP",12/26/1972,65,51,170,26.4
SPW00013025,"ROTA NAS, SP",12/27/1972,63,54,210,31.1
SPW00013025,"ROTA NAS, SP",12/28/1972,59,45,310,17.2
SPW00013025,"ROTA NAS, SP",12/29/1972,55,40,310,20.8
SPW00013025,"ROTA NAS, SP",12/30/1972,57,38,20,24.2
SPW00013025,"ROTA NAS, SP",12/31/1972,58,39,30,9.2
SPW00013025,"ROTA NAS, SP",1/1/1973,58,43,320,30
SPW00013025,"ROTA NAS, SP",1/2/1973,60,40,20,11.4
SPW00013025,"ROTA NAS, SP",1/3/1973,62,39,40,15
SPW00013025,"ROTA NAS, SP",1/4/1973,65,40,130,15
SPW00013025,"ROTA NAS, SP",1/5/1973,62,43,360,15
SPW00013025,"ROTA NAS, SP",1/6/1973,61,39,20,9.2
SPW00013025,"ROTA NAS, SP",1/7/1973,61,40,30,10.3
SPW00013025,"ROTA NAS, SP",1/8/1973,62,40,40,10.3
SPW00013025,"ROTA NAS, SP",1/9/1973,62,39,40,12.8
SPW00013025,"ROTA NAS, SP",1/10/1973,62,41,150,13.9
SPW00013025,"ROTA NAS, SP",1/11/1973,64,45,170,16.1
SPW00013025,"ROTA NAS, SP",1/12/1973,63,50,160,28.9
SPW00013025,"ROTA NAS, SP",1/13/1973,61,50,160,30
SPW00013025,"ROTA NAS, SP",1/14/1973,62,42,210,23
SPW00013025,"ROTA NAS, SP",1/15/1973,65,54,220,32.2
SPW00013025,"ROTA NAS, SP",1/16/1973,63,50,250,49.4
SPW00013025,"ROTA NAS, SP",1/17/1973,64,52,260,50.6
SPW00013025,"ROTA NAS, SP",1/18/1973,60,50,310,35.6
SPW00013025,"ROTA NAS, SP",1/19/1973,62,48,220,30
SPW00013025,"ROTA NAS, SP",1/20/1973,65,54,260,24.2
SPW00013025,"ROTA NAS, SP",1/21/1973,64,50,280,20.8
SPW00013025,"ROTA NAS, SP",1/22/1973,61,45,320,25.3
SPW00013025,"ROTA NAS, SP",1/23/1973,56,40,30,34.4
SPW00013025,"ROTA NAS, SP",1/24/1973,60,35,70,15
SPW00013025,"ROTA NAS, SP",1/25/1973,62,37,170,12.8
SPW00013025,"ROTA NAS, SP",1/26/1973,63,43,360,11.4
SPW00013025,"ROTA NAS, SP",1/27/1973,62,42,20,12.8
SPW00013025,"ROTA NAS, SP",1/28/1973,60,41,270,11.4
SPW00013025,"ROTA NAS, SP",1/29/1973,51,42,60,10.3
SPW00013025,"ROTA NAS, SP",1/30/1973,58,45,310,23
SPW00013025,"ROTA NAS, SP",1/31/1973,59,38,310,23
SPW00013025,"ROTA NAS, SP",2/1/1973,59,48,300,26.4
SPW00013025,"ROTA NAS, SP",2/2/1973,58,40,30,26.4
SPW00013025,"ROTA NAS, SP",2/3/1973,57,36,40,23
SPW00013025,"ROTA NAS, SP",2/4/1973,61,34,100,28.9
SPW00013025,"ROTA NAS, SP",2/5/1973,64,35,110,33.3
SPW00013025,"ROTA NAS, SP",2/6/1973,66,38,110,17.2
SPW00013025,"ROTA NAS, SP",2/7/1973,68,38,180,13.9
SPW00013025,"ROTA NAS, SP",2/8/1973,64,44,30,11.4
SPW00013025,"ROTA NAS, SP",2/9/1973,64,54,210,12.8
SPW00013025,"ROTA NAS, SP",2/10/1973,60,47,40,24.2
SPW00013025,"ROTA NAS, SP",2/11/1973,61,44,30,28.9
SPW00013025,"ROTA NAS, SP",2/12/1973,63,40,30,20.8
SPW00013025,"ROTA NAS, SP",2/13/1973,56,38,330,25.3
SPW00013025,"ROTA NAS, SP",2/14/1973,58,48,300,34.4
SPW00013025,"ROTA NAS, SP",2/15/1973,58,46,290,40.3
SPW00013025,"ROTA NAS, SP",2/16/1973,58,42,310,32.2
SPW00013025,"ROTA NAS, SP",2/17/1973,58,35,330,15
SPW00013025,"ROTA NAS, SP",2/18/1973,58,38,300,19.5
SPW00013025,"ROTA NAS, SP",2/19/1973,58,36,50,30
SPW00013025,"ROTA NAS, SP",2/20/1973,61,35,300,16.1
SPW00013025,"ROTA NAS, SP",2/21/1973,61,44,140,12.8
SPW00013025,"ROTA NAS, SP",2/22/1973,62,43,280,17.2
SPW00013025,"ROTA NAS, SP",2/23/1973,68,42,50,18.3
SPW00013025,"ROTA NAS, SP",2/24/1973,62,40,280,21.9
SPW00013025,"ROTA NAS, SP",2/25/1973,61,50,280,26.4
SPW00013025,"ROTA NAS, SP",2/26/1973,62,52,310,23
SPW00013025,"ROTA NAS, SP",2/27/1973,67,46,280,17.2
SPW00013025,"ROTA NAS, SP",2/28/1973,69,43,120,38
SPW00013025,"ROTA NAS, SP",3/1/1973,64,50,120,38
SPW00013025,"ROTA NAS, SP",3/2/1973,66,41,290,16.1
SPW00013025,"ROTA NAS, SP",3/3/1973,73,38,130,27.5
SPW00013025,"ROTA NAS, SP",3/4/1973,60,42,110,31.1
SPW00013025,"ROTA NAS, SP",3/5/1973,68,44,110,17.2
SPW00013025,"ROTA NAS, SP",3/6/1973,67,46,260,12.8
SPW00013025,"ROTA NAS, SP",3/7/1973,66,47,130,25.3
SPW00013025,"ROTA NAS, SP",3/8/1973,71,47,110,23
SPW00013025,"ROTA NAS, SP",3/9/1973,66,46,110,35.6
SPW00013025,"ROTA NAS, SP",3/10/1973,63,53,130,32.2
SPW00013025,"ROTA NAS, SP",3/11/1973,54,48,130,32.2
SPW00013025,"ROTA NAS, SP",3/12/1973,62,46,320,25.3
SPW00013025,"ROTA NAS, SP",3/13/1973,61,49,270,21.9
SPW00013025,"ROTA NAS, SP",3/14/1973,63,51,300,20.8
SPW00013025,"ROTA NAS, SP",3/15/1973,62,46,300,15
